Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry
LCID,"Lucid Group, Inc.",$2.18,,,$6.65B,US,,98133593,Consumer Cyclical,Auto - Manufacturers
FPIFX,Fidelity Freedom Index 2020 Fund - Investor Class,$16.27,,,$6.64B,US,,,Financial Services,Asset Management
FTASX,Fidelity Advisor Asset Manager 70% Fund Class M,$28.29,,,$6.62B,US,,,Financial Services,Asset Management
FASGX,Fidelity Asset Manager 70% Fund,$28.39,,,$6.62B,US,,,Financial Services,Asset Management
JATSX,Janus Henderson Global Technology and Innovation Fund,$59.17,,,$6.61B,US,,,Financial Services,Asset Management - Global
JAGTX,Janus Henderson Global Technology and Innovation Fund T Shares,$63.7,,,$6.61B,US,,,Financial Services,Asset Management - Global
JAGCX,Janus Henderson Global Technology and Innovation Fund Class C,$49.97,,,$6.61B,US,,,Financial Services,Asset Management - Global
JNGTX,Janus Henderson Global Technology and Innovation Fund,$64.78,,,$6.61B,US,,,Financial Services,Asset Management - Global
JATAX,Janus Henderson Global Technology and Innovation Fund Class A,$61.65,,,$6.61B,US,,,Financial Services,Asset Management - Global
TSBPX,TIAA-CREF Core Impact Bond Fund Premier Class,$8.9,,,$6.58B,US,,,Financial Services,Asset Management - Bonds
TSBIX,TIAA-CREF Core Impact Bond Fund Institutional Class,$8.9,,,$6.58B,US,,,Financial Services,Asset Management - Bonds
TSBBX,TIAA-CREF Core Impact Bond Fund,$8.9,,,$6.58B,US,,,Financial Services,Asset Management - Bonds
RETA,"Reata Pharmaceuticals, Inc.",$172.36,,,$6.57B,US,,1909215,Healthcare,Biotechnology
TPLGX,T. Rowe Price Institutional Large Cap Core Growth Fund,$73.27,,,$6.57B,US,,,Financial Services,Asset Management
FCPGX,Fidelity Small Cap Growth Fund,$31.37,,,$6.56B,US,,,Financial Services,Asset Management
USNQX,USAA NASDAQ-100 Index Fund,$52.56,,,$6.54B,US,,,Financial Services,Asset Management
PAWAX,T. Rowe Price All-Cap Opportunities Fund - Advisor Class,$71.01,,,$6.51B,US,,,Financial Services,Asset Management
YACKX,AMG Yacktman Fund Class I,$23.28,,,$6.49B,US,,,Financial Services,Asset Management
FIGFX,Fidelity International Growth Fund,$21.9,,,$6.46B,US,,,Financial Services,Asset Management
FZAJX,Fidelity Advisor International Growth Fund Class Z,$21.86,,,$6.46B,US,,,Financial Services,Asset Management
FDSSX,Fidelity Stock Selector All Cap Fund,$78.51,,,$6.46B,US,,,Financial Services,Asset Management
FUAMX,Fidelity Intermediate Treasury Bond Index Fund,$9.68,,,$6.44B,US,,,Financial Services,Asset Management - Bonds
LMGNX,ClearBridge International Growth I,$74.11,,,$6.42B,US,,,,
VADDX,Invesco Equally-Weighted S&P 500 Fund,$73.71,,,$6.42B,US,,,Financial Services,Asset Management
VADRX,Invesco Equally-Wtd S&P 500 R,$71.6,,,$6.42B,US,,,,
URBN,"Urban Outfitters, Inc.",$71.435,,,$6.40B,US,,684535,Consumer Cyclical,Apparel - Retail
TRGIX,TIAA-CREF Growth & Income Fund,$15.28,,,$6.40B,US,,,Financial Services,Asset Management - Income
PTLDX,PIMCO Low Duration Fund,$9.29,,,$6.39B,US,,,Financial Services,Asset Management
PRGSX,T. Rowe Price Global Stock Fund,$64.96,,,$6.38B,US,,,Financial Services,Asset Management - Global
LYFT,"Lyft, Inc.",$15.475,,,$6.38B,US,,3639167,Technology,Software - Application
DLFNX,DoubleLine Core Fixed Income Fund Class N,$9.17,,,$6.37B,US,,,Financial Services,Asset Management - Income
FIVE,"Five Below, Inc.",$115.63,,,$6.37B,US,,356349,Consumer Cyclical,Specialty Retail
APA,APA Corporation,$17.475,,,$6.31B,US,,1951830,Energy,Oil & Gas Exploration & Production
PRRAX,"Principal Fds, Inc. Real Estate Securities Fd Inc Cl A",$28.71,,,$6.28B,US,,,,
PIREX,Principal Real Estate Securities Fund,$28.74,,,$6.28B,US,,,,
MAMAX,MFS Moderate Allocation Fund,$19.94,,,$6.28B,US,,,Financial Services,Asset Management
MMACX,MFS Moderate Allocation Fund Class C,$19.42,,,$6.28B,US,,,Financial Services,Asset Management
MAGWX,MFS Growth Allocation Fund - Class A,$25.14,,,$6.27B,US,,,Financial Services,Asset Management
JEMWX,JPMorgan Emerging Markets Equity Fund Class R6,$33.42,,,$6.26B,US,,,Financial Services,Asset Management
JEMSX,JPMorgan Emerging Markets Equity Fund,$33.22,,,$6.26B,US,,,Financial Services,Asset Management
VERX,"Vertex, Inc.",$39.375,,,$6.24B,US,,193578,Technology,Software - Application
FSPHX,Fidelity Select Health Care Portfolio,$25.02,,,$6.20B,US,,,,
JEPIX,JPMorgan Equity Premium Income I,$13.84,,,$6.19B,US,,,,
JEPAX,JPMorgan Equity Premium Income A,$13.84,,,$6.19B,US,,,Financial Services,Asset Management - Income
ROLL,RBC Bearings Incorporated,$212.38,,,$6.16B,US,,208644,Industrials,Manufacturing - Tools & Accessories
ETSY,"Etsy, Inc.",$58.96,,,$6.15B,US,,5821686,Consumer Cyclical,Specialty Retail
DLSNX,DoubleLine Low Duration Bond Fund Class N,$9.61,,,$6.14B,US,,,Financial Services,Asset Management - Bonds
DBLSX,DoubleLine Low Duration Bond Fund Class I,$9.61,,,$6.14B,US,,,Financial Services,Asset Management - Bonds
LSCC,Lattice Semiconductor Corporation,$44.56,,,$6.13B,US,,331887,Technology,Semiconductors
NYVTX,Davis NY Venture A,$26.86,,,$6.12B,US,,,,
COUP,Coupa Software Incorporated,$80.97,,,$6.12B,US,,5078184,Technology,Software - Application
FDKVX,Fidelity Freedom 2060 Fund,$15.14,,,$6.12B,US,,,Financial Services,Asset Management
FNSFX,Fidelity Freedom 2060 K,$15.09,,,$6.12B,US,,,,
FTHCX,Fidelity Advisor Technology Fund,$81.13,,,$6.11B,US,,,Financial Services,Asset Management
NSTLX,Neuberger Berman Strategic Income Fund Institutional Class,$9.98,,,$6.10B,US,,,Financial Services,Asset Management - Income
NRSIX,Neuberger Berman Strategic Income Fund,$9.97,,,$6.10B,US,,,Financial Services,Asset Management - Bonds
PRJZX,PGIM Jennison Global Opportunities Fund Class Z,$44.89,,,$6.08B,US,,,Financial Services,Asset Management - Global
PRJQX,PGIM Jennison Global Opportunities Fund-Class R6,$45.39,,,$6.08B,US,,,Financial Services,Asset Management - Global
MDGL,"Madrigal Pharmaceuticals, Inc.",$273.05,,,$6.06B,US,,104883,Healthcare,Biotechnology
RCM,R1 RCM Inc.,$14.31,,,$6.04B,US,,,Healthcare,Medical - Healthcare Information Services
CGABL,The Carlyle Group Inc. 4.625% Subordinated Notes due 2061,$16.76,,,,US,,8387,Financial Services,Financial - Credit Services
OAKBX,Oakmark Equity And Income Fund Investor Class,$36.28,,,$6.01B,US,,,Financial Services,Asset Management - Income
VGINX,JPMorgan U.S. Value Fund Class R6,$84.16,,,$6.01B,US,,,Financial Services,Asset Management
VGICX,JPMorgan US Value C,$68.22,,,$6.01B,US,,,,
VGRIX,JPMorgan U.S. Value Fund Class A,$78.05,,,$6.01B,US,,,Financial Services,Asset Management
TGVIX,Thornburg International Equity Fund,$31.04,,,$6.00B,US,,,Financial Services,Asset Management
DFSCX,DFA U.S. Micro Cap Portfolio,$27.03,,,$6.00B,US,,,,
MAT,"Mattel, Inc.",$18.56,,,$5.99B,US,,595965,Consumer Cyclical,Leisure
BOKF,BOK Financial Corporation,$93.24,,,$5.99B,US,,48240,Financial Services,Banks - Regional
JENYX,Jensen Quality Growth Fund Class Y,$58.84,,,$5.98B,US,,,Financial Services,Asset Management
JENIX,Jensen Quality Growth Fund Class I,$58.86,,,$5.98B,US,,,Financial Services,Asset Management
JENSX,Jensen Quality Growth Fund Cl J,$58.97,,,$5.98B,US,,,Financial Services,Asset Management
HFQTX,Janus Henderson Global Equity Income Fund - T Shares,$6.77,,,$5.96B,US,,,Financial Services,Asset Management - Income
HFQRX,Janus Henderson Global Equity Income Fund - N Shares,$6.82,,,$5.96B,US,,,Financial Services,Asset Management - Income
HFQAX,Janus Henderson Global Equity Income Fund,$6.79,,,$5.96B,US,,,Financial Services,Asset Management - Income
VFISX,Vanguard Short-Term Treasury Fund,$9.88,,,$5.94B,US,,,Financial Services,Asset Management - Leveraged
DFIGX,DFA Intermediate Government Fixed Income Portfolio,$11.06,,,$5.93B,US,,,Financial Services,Asset Management - Income
IKNX,IKONICS Corporation,$33.9,,,$5.91B,US,,55149,Basic Materials,Chemicals - Specialty
PGGFX,American Funds Global Growth Portfolio Class F-1,$23.91,,,$5.90B,US,,,Financial Services,Asset Management - Global
RPSIX,T. Rowe Price Spectrum Income Fund,$11.25,,,$5.89B,US,,,Financial Services,Asset Management - Income
TLQIX,TIAA-CREF Lifecycle Index 2025 Fund Institutional Class,$22.22,,,$5.88B,US,,,Financial Services,Asset Management
ROAD,"Construction Partners, Inc.",$104.61,,,$5.86B,US,,79493,Industrials,Engineering & Construction
OTCNX,Invesco Discovery Large Cap R,$71.97,,,$5.86B,US,,,,
RMBS,Rambus Inc.,$54.355,,,$5.84B,US,,221587,Technology,Semiconductors
PNOPX,Putnam Sustainable Leaders Fund,$118.18,,,$5.84B,US,,,Financial Services,Asset Management
PNOYX,Putnam Sustainable Leaders Fund Class Y,$134.1,,,$5.84B,US,,,Financial Services,Asset Management
KTOS,"Kratos Defense & Security Solutions, Inc.",$37.9898,,,$5.83B,US,,1232396,Industrials,Aerospace & Defense
POAGX,PRIMECAP Odyssey Aggressive Growth Fund,$43.31,,,$5.81B,US,,,Financial Services,Asset Management
FDFIX,Fidelity Flex 500 Index Fund,$25.27,,,$5.79B,US,,,Financial Services,Asset Management
MPMNX,MFS Municipal Income R6,$7.92,,,$5.79B,US,,,,
SRCL,"Stericycle, Inc.",$61.98,,,$5.75B,US,,5107963,Industrials,Waste Management
UFPI,"UFP Industries, Inc.",$95.265,,,$5.75B,US,,175942,Basic Materials,"Paper, Lumber & Forest Products"
TGVAX,Thornburg International Equity Fund Class A,$29.68,,,$5.74B,US,,,Financial Services,Asset Management
SWISX,Schwab Capital Trust - Schwab International Index Fund,$26.57,,,$5.74B,US,,,Financial Services,Asset Management
EIBRX,Eaton Vance Income Fund of Boston R6,$5.2,,,$5.74B,US,,,,
STRL,"Sterling Infrastructure, Inc.",$188.59,,,$5.74B,US,,98754,Industrials,Engineering & Construction
BGRFX,Baron Growth Fund,$85.4,,,$5.73B,US,,,Financial Services,Asset Management
CROX,"Crocs, Inc.",$101.85,,,$5.71B,US,,718867,Consumer Cyclical,Apparel - Footwear & Accessories
TILRX,TIAA-CREF Large-Cap Growth Fund Retirement Class,$28.05,,,$5.70B,US,,,Financial Services,Asset Management
TIRTX,TIAA-CREF Large Cap Growth Fund,$28.21,,,$5.70B,US,,,Financial Services,Asset Management
TILPX,TIAA-CREF Large-Cap Growth Fund Premier Class,$28.43,,,$5.70B,US,,,Financial Services,Asset Management
CCCS,CCC Intelligent Solutions Holdings Inc.,$8.64,,,$5.69B,US,,2432314,Technology,Software - Infrastructure
CEYIX,Calvert Equity I,$96.17,,,$5.69B,US,,,Financial Services,Asset Management
CSIEX,Calvert Equity A,$79.36,,,$5.69B,US,,,Financial Services,Asset Management
CEYRX,Calvert Equity R6,$95.86,,,$5.69B,US,,,Financial Services,Asset Management
TGTX,"TG Therapeutics, Inc.",$35.785,,,$5.68B,US,,533656,Healthcare,Biotechnology
FCFS,"FirstCash Holdings, Inc",$128.005,,,$5.68B,US,,53540,Financial Services,Financial - Credit Services
VGENX,Vanguard Energy Fund,$46.44,,,$5.63B,US,,,Financial Services,Asset Management
LOPE,"Grand Canyon Education, Inc.",$198.18,,,$5.62B,US,,30294,Consumer Defensive,Education & Training Services
MIPTX,Matthews Pacific Tiger Fund,$18.41,,,$5.62B,US,,,Financial Services,Asset Management
CRVL,CorVel Corporation,$109.45,,,$5.62B,US,,26479,Financial Services,Insurance - Brokers
MAPTX,Matthews Pacific Tiger Fund Investor Class,$18.4,,,$5.62B,US,,,Financial Services,Asset Management
TWHIX,American Century Heritage Investor Class,$24.79,,,$5.61B,US,,,,
POLRX,Polen Growth Fund Investor Class,$44.42,,,$5.61B,US,,,Financial Services,Asset Management
POLIX,Polen Growth Fund Institutional Class,$46.31,,,$5.61B,US,,,Financial Services,Asset Management
IDCC,"InterDigital, Inc.",$216.12,,,$5.61B,US,,43808,Technology,Software - Application
ITHAX,The Hartford Capital Appreciation Fund,$41.57,,,$5.58B,US,,,Financial Services,Asset Management
BRKR,Bruker Corporation,$36.825,,,$5.58B,US,,299294,Healthcare,Medical - Devices
VTIQ,VectoIQ Acquisition Corp. II,$10.065,,,$5.58B,US,,480,Financial Services,Shell Companies
MMSI,"Merit Medical Systems, Inc.",$94.03,,,$5.56B,US,,173839,Healthcare,Medical - Instruments & Supplies
TRRLX,T. Rowe Price Retirement 2060 Fund,$17.34,,,$5.54B,US,,,Financial Services,Asset Management
VACQ,Vector Acquisition Corporation,$11.57,,,$5.53B,US,,1255310,Financial Services,Shell Companies
FGDKX,Fidelity Growth Discovery Fund,$61.83,,,$5.52B,US,,,Financial Services,Asset Management
ISEE,"IVERIC bio, Inc.",$39.95,,,$5.51B,US,,10801886,Healthcare,Biotechnology
VRNS,"Varonis Systems, Inc.",$49.11,,,$5.50B,US,,538460,Technology,Software - Infrastructure
MKSI,"MKS Instruments, Inc.",$81.77,,,$5.48B,US,,154808,Technology,"Hardware, Equipment & Parts"
SNDK,Sandisk Corporation,$37.515,,,$5.45B,US,,586019,Technology,"Hardware, Equipment & Parts"
NUVL,"Nuvalent, Inc.",$75.88,,,$5.45B,US,,315526,Healthcare,Biotechnology
ENPH,"Enphase Energy, Inc.",$41.48,,,$5.44B,US,,1899116,Energy,Solar
JANIX,Janus Henderson Triton Fund Class D,$25.74,,,$5.43B,US,,,Financial Services,Asset Management
JGMAX,Janus Henderson Triton Fund Class A,$24.02,,,$5.43B,US,,,Financial Services,Asset Management
JSMGX,Janus Henderson Triton Fund,$26.1,,,$5.43B,US,,,Financial Services,Asset Management
JGMNX,Janus Henderson Triton Fund Class N,$26.51,,,$5.43B,US,,,Financial Services,Asset Management
IONS,"Ionis Pharmaceuticals, Inc.",$34.13,,,$5.43B,US,,278429,Healthcare,Biotechnology
CACC,Credit Acceptance Corporation,$467.425,,,$5.42B,US,,16422,Financial Services,Financial - Credit Services
BCPC,Balchem Corporation,$165.51,,,$5.40B,US,,13103,Basic Materials,Chemicals - Specialty
FSKLX,Fidelity SAI Intl Low Volatil Idx,$12.63,,,$5.39B,US,,,Financial Services,Asset Management
CZR,"Caesars Entertainment, Inc.",$25.915,,,$5.39B,US,,2253998,Consumer Cyclical,"Gambling, Resorts & Casinos"
SWAGX,Schwab U.S. Aggregate Bond Index Fund,$8.84,,,$5.38B,US,,,Financial Services,Asset Management - Bonds
CHRD,Chord Energy Corporation,$93.09,,,$5.38B,US,,313415,Energy,Oil & Gas Exploration & Production
LTXFX,American Funds Ltd Term Tax-Ex Bond Fd of America Cl F-1 Shs,$15.28,,,$5.36B,US,,,Financial Services,Asset Management - Bonds
LEGN,Legend Biotech Corporation,$29.12,,,$2.68B,US,,333106,Healthcare,Biotechnology
SIGI,"Selective Insurance Group, Inc.",$88.04,,,$5.35B,US,,53097,Financial Services,Insurance - Property & Casualty
TIDDX,T. Rowe Price International Discovery Fund,$69.94,,,$5.35B,US,,,Financial Services,Asset Management
PRIDX,"T. Rowe Price International Funds, Inc. - T. Rowe Price International Discovery Fund",$69.81,,,$5.35B,US,,,Financial Services,Asset Management
ITRI,"Itron, Inc.",$117.205,,,$5.34B,US,,252198,Technology,"Hardware, Equipment & Parts"
OIGIX,Invesco Oppenheimer International Gr R6,$34.51,,,$5.34B,US,,,Financial Services,Asset Management
LNTH,"Lantheus Holdings, Inc.",$77.16,,,$5.34B,US,,315306,Healthcare,Drug Manufacturers - Specialty & Generic
TWCAX,American Century Select Fund,$112.79,,,$5.32B,US,,,Financial Services,Asset Management
ASDEX,American Century Select Fund R6 Class,$125.31,,,$5.32B,US,,,Financial Services,Asset Management
TWCIX,American Century Select Fund Investor Class,$119.13,,,$5.32B,US,,,Financial Services,Asset Management
BSTSX,BlackRock Technology Opportunities Fund,$67.58,,,$5.32B,US,,,Financial Services,Asset Management
BGSAX,BlackRock Science and Technology Opportunities Portf Investor A,$65.86,,,$5.32B,US,,,,
BGSCX,BlackRock Technology Opportunities Fund,$51.14,,,$5.32B,US,,,Financial Services,Asset Management
BGSIX,BlackRock Technology Opportunities Fund Institutional Shares,$73.15,,,$5.32B,US,,,Financial Services,Asset Management
AXSM,"Axsome Therapeutics, Inc.",$108.005,,,$5.32B,US,,208001,Healthcare,Biotechnology
PYMPX,PIMCO High Yield Municipal Bond Fund,$8.21,,,$5.31B,US,,,Financial Services,Asset Management - Bonds
PHMIX,"PIMCO Fds, High Yield Municipal Bond Fund Insti Class",$8.21,,,$5.31B,US,,,Financial Services,Asset Management - Bonds
CSXRX,Calvert US Large Cap Core Rspnb Idx R6,$50.71,,,$5.31B,US,,,,
CSXCX,Calvert US Large Cap Core Responsible Index Fund Class C,$46.03,,,$5.31B,US,,,Financial Services,Asset Management
CISIX,Calvert US Large-Cap Core Responsible Index Fund,$50.78,,,$5.31B,US,,,Financial Services,Asset Management
CSXAX,Calvert US Large Cap Core Responsible Index Fund Class A,$49.33,,,$5.31B,US,,,Financial Services,Asset Management
HHHCX,Hartford Schroders Emerging Markets Equity Fund Class C,$17.76,,,$5.31B,US,,,Financial Services,Asset Management
HHHSX,Hartford Schroders Emerging Markets Equity Fund Class R4,$17.94,,,$5.31B,US,,,Financial Services,Asset Management
SEMVX,Hartford Schroders Emerging Markets Equity Fund,$17.92,,,$5.31B,US,,,Financial Services,Asset Management
ADFIX,American Century Diversified Bond Investor Class,$9.07,,,$5.30B,US,,,Financial Services,Asset Management - Bonds
JMUCX,Janus Henderson Multi-Sector Income Fund,$8.61,,,$5.29B,US,,,Financial Services,Asset Management - Income
JMUTX,Janus Henderson Multi-Sector Income Fund - T Shares,$8.6,,,$5.29B,US,,,Financial Services,Asset Management - Income
LHCG,"LHC Group, Inc.",$169.81,,,$5.29B,US,,1283675,Healthcare,Medical - Care Facilities
SGMS,Scientific Games Corporation,$58.07,,,$5.28B,US,,515689,Consumer Cyclical,"Gambling, Resorts & Casinos"
OPCH,"Option Care Health, Inc.",$32.185,,,$5.27B,US,,324521,Healthcare,Medical - Care Facilities
TAIFX,American Funds Tax-Aware Conservative Growth and Income Portfolio Class F-1,$16.1,,,$5.25B,US,,,Financial Services,Asset Management - Income
FZILX,Fidelity International Index Fund,$13.01,,,$5.25B,US,,,Financial Services,Asset Management
ARTIX,Artisan International Fund Inv Shs,$32.78,,,$5.24B,US,,,Financial Services,Asset Management
SPSC,"SPS Commerce, Inc.",$137.77,,,$5.23B,US,,63104,Technology,Software - Infrastructure
TMCTX,Touchstone Mid Cap Fund Class Z,$52.42,,,$5.23B,US,,,Financial Services,Asset Management
IESC,"IES Holdings, Inc.",$263.09,,,$5.22B,US,,47343,Industrials,Engineering & Construction
ACT,"Enact Holdings, Inc.",$34.805,,,$5.22B,US,,82683,Financial Services,Insurance - Specialty
DEMAX,Delaware Emerging Markets Fund A Class,$22.58,,,$5.22B,US,,,Financial Services,Asset Management
BULL,Webull Corporation Class A Ordinary Shares,$11.2793,,,$5.21B,US,,4577698,Technology,Software - Application
BGKEX,Baillie Gifford Emerging Markets Equities Fund Class K,$21.02,,,$5.20B,US,,,Financial Services,Asset Management
GH,"Guardant Health, Inc.",$41.92,,,$5.19B,US,,946369,Healthcare,Medical - Diagnostics & Research
SATS,EchoStar Corporation,$18.06,,,$5.19B,US,,1983873,Technology,Communication Equipment
HGOAX,The Hartford Growth Opportunities Fund Class A,$57.89,,,$5.16B,US,,,Financial Services,Asset Management
HGOSX,The Hartford Growth Opportunities Fund Class R4,$64.01,,,$5.16B,US,,,Financial Services,Asset Management
HGOYX,The Hartford Growth Opportunities Fund - Class Y,$72.94,,,$5.16B,US,,,Financial Services,Asset Management
LITE,Lumentum Holdings Inc.,$74.25,,,$5.15B,US,,571711,Technology,Communication Equipment
DFEMX,DFA Emerging Markets Portfolio I,$30.85,,,$5.14B,US,,,,
PWJZX,PGIM Jennison International Opportunities Fund Class Z,$33.81,,,$5.14B,US,,,Financial Services,Asset Management
WSTAX,Delaware Ivy Science and Technology A,$53.77,,,$5.12B,US,,,,
TRRGX,T . Rowe Price Retirement 2015 Fund,$13.01,,,$5.11B,US,,,Financial Services,Asset Management
DIPSX,DFA Inflation-Protected Securities Portfolio,$11.14,,,$5.09B,US,,,,
UBSI,"United Bankshares, Inc.",$35.83,,,$5.09B,US,,113517,Financial Services,Banks - Regional
JPPEX,JPMorgan Mid Cap Equity R6,$63.27,,,$5.08B,US,,,,
JMCEX,JPMorgan Mid Cap Equity Fund,$60.06,,,$5.08B,US,,,Financial Services,Asset Management
VSNGX,JPMorgan Mid Cap Equity Fund Class I,$63.09,,,$5.08B,US,,,Financial Services,Asset Management
QLYS,"Qualys, Inc.",$139.71,,,$5.08B,US,,82548,Technology,Software - Infrastructure
CSWI,"CSW Industrials, Inc.",$301.12,,,$5.06B,US,,14431,Industrials,Industrial - Machinery
LFUS,"Littelfuse, Inc.",$204.76,,,$5.06B,US,,38697,Technology,"Hardware, Equipment & Parts"
SVFC,SVF Investment Corp. 3,$9.1,,,$5.06B,US,,137339,Financial Services,Shell Companies
FSIDX,Fidelity Strategic Dividend & Income Fund,$17.1,,,$5.03B,US,,,Financial Services,Asset Management - Income
FTSDX,Fidelity Advisor Strategic Dividend & Income Fund Class M,$16.99,,,$5.03B,US,,,Financial Services,Asset Management - Income
CRUS,"Cirrus Logic, Inc.",$97.47,,,$5.03B,US,,154276,Technology,Semiconductors
NXST,"Nexstar Media Group, Inc.",$166.585,,,$5.02B,US,,52297,Communication Services,Entertainment
FFIN,"First Financial Bankshares, Inc.",$35.06,,,$5.02B,US,,105298,Financial Services,Banks - Regional
FRIFX,Fidelity Real Estate Income,$12.13,,,$5.01B,US,,,Financial Services,Asset Management - Income
JSM,Navient Corporation SR NT 6% 121543,$18.26,,,$5.01B,US,,1623,Financial Services,Financial - Credit Services
OZK,Bank OZK,$43.93,,,$4.98B,US,,177606,Financial Services,Banks - Regional
SEQUX,Sequoia Fund,$206.38,,,$4.98B,US,,,Financial Services,Asset Management
MARA,"Marathon Digital Holdings, Inc.",$14.14,,,$4.98B,US,,16494032,Financial Services,Financial - Capital Markets
AMAGX,Amana Mutual Funds Trust - Growth Fund,$79,,,$4.97B,US,,,Financial Services,Asset Management
AMIGX,Amana Growth Fund Institutional Class,$79.64,,,$4.97B,US,,,Financial Services,Asset Management
CGNX,Cognex Corporation,$29.59,,,$4.97B,US,,343931,Technology,"Hardware, Equipment & Parts"
GILDX,Guggenheim Limited Duration Fund A-Class,$24.53,,,$4.96B,US,,,Financial Services,Asset Management
GILPX,Guggenheim Limited Duration Fund Class P,$24.52,,,$4.96B,US,,,Financial Services,Asset Management
GILHX,Guggenheim Limited Duration Fund,$24.52,,,$4.96B,US,,,Financial Services,Asset Management
FLCSX,Fidelity Large Cap Stock Fund,$57.62,,,$4.95B,US,,,Financial Services,Asset Management
PRMSX,T. Rowe Price Emerging Markets Stock Fund,$35.79,,,$4.95B,US,,,Financial Services,Asset Management
DURPX,U.S. High Relative Profitability Portfolio Institutional Class,$24.78,,,$4.95B,US,,,,
MPGFX,Mairs & Power Growth Fund Investor Class,$164.13,,,$4.94B,US,,,Financial Services,Asset Management
FROG,JFrog Ltd.,$43.09,,,$4.94B,US,,624581,Technology,Software - Application
PICYX,Pioneer Bond Fund Class Y,$8.22,,,$4.93B,US,,,Financial Services,Asset Management - Bonds
ALARX,Alger Capital Appreciation Institutional Fund Class I,$45.63,,,$4.93B,US,,,Financial Services,Asset Management
FTISX,Fidelity International Small Cap Fund,$34.18,,,$4.90B,US,,,Financial Services,Asset Management
GOIGX,"John Hancock Fds III, International Growth Fund Class A",$31.14,,,$4.88B,US,,,Financial Services,Asset Management
GOGIX,John Hancock Funds III International Growth Fund Class I,$31.39,,,$4.88B,US,,,Financial Services,Asset Management
COLB,"Columbia Banking System, Inc.",$23.125,,,$4.86B,US,,366007,Financial Services,Banks - Regional
WSC,WillScot Holdings Corporation,$26.55,,,$4.84B,US,,283579,Industrials,Rental & Leasing Services
TRSCX,TIAA-CREF Social Choice Equity Fund,$27.78,,,$4.84B,US,,,Financial Services,Asset Management
FNBGX,Fidelity Long-Term Treasury Bond Index Fund,$9.09,,,$4.84B,US,,,Financial Services,Asset Management - Bonds
GEQZX,GuideStone Funds - GuideStone Funds Equity Index Fund,$58.94,,,$4.83B,US,,,Financial Services,Asset Management
GEQYX,GuideStone Funds Equity Index Fund,$59,,,$4.83B,US,,,Financial Services,Asset Management
VLY,Valley National Bancorp,$8.625,,,$4.83B,US,,4161221,Financial Services,Banks - Regional
OLVAX,JPMorgan Large Cap Value Fund Class A,$19.97,,,$4.83B,US,,,Financial Services,Asset Management
JLVMX,JPMorgan Large Cap Value Fund Class R6,$19.59,,,$4.83B,US,,,Financial Services,Asset Management
JLVZX,JPMorgan Large Cap Value Fund Class R2,$19.71,,,$4.83B,US,,,Financial Services,Asset Management
HLQVX,JPMorgan Large Cap Value Fund Class I,$19.47,,,$4.83B,US,,,Financial Services,Asset Management
ACIW,"ACI Worldwide, Inc.",$45.82,,,$4.81B,US,,186204,Technology,Software - Infrastructure
GNTX,Gentex Corporation,$21.325,,,$4.79B,US,,544388,Consumer Cyclical,Auto - Parts
ADMA,"ADMA Biologics, Inc.",$20.08,,,$4.79B,US,,565569,Healthcare,Biotechnology
NPSFX,Nuveen Preferred Securities & Income Fund,$15.63,,,$4.79B,US,,,Financial Services,Asset Management - Income
HQIYX,The Hartford Equity Income Fund Class Y,$20.88,,,$4.79B,US,,,Financial Services,Asset Management - Income
HQIIX,The Hartford Equity Income Fund,$20.3,,,$4.79B,US,,,Financial Services,Asset Management - Income
HQIAX,The Hartford Equity Income Fund Class A,$20.5,,,$4.79B,US,,,Financial Services,Asset Management - Income
WAPSX,Western Asset Core Plus Bond Fund Class IS,$9.13,,,$4.79B,US,,,Financial Services,Asset Management - Bonds
WACPX,Western Asset Core Plus Bond Fund Class I,$9.13,,,$4.79B,US,,,Financial Services,Asset Management - Bonds
JSEAX,JPMorgan International Equity A,$21.52,,,$4.78B,US,,,,
LSTR,"Landstar System, Inc.",$136.44,,,$4.77B,US,,110004,Industrials,Integrated Freight & Logistics
SAIC,Science Applications International Corporation,$100.865,,,$4.76B,US,,1167133,Technology,Information Technology Services
FAKTX,American Funds 2015 Target Date Retirement Fd Cl F-1,$12.68,,,$4.74B,US,,,Financial Services,Asset Management
WMGYX,Delaware Ivy Mid Cap Growth Fund,$26.53,,,$4.74B,US,,,Financial Services,Asset Management
ALGM,"Allegro MicroSystems, Inc.",$25.56,,,$4.73B,US,,335122,Technology,Semiconductors
SITM,SiTime Corporation,$198.12,,,$4.70B,US,,56945,Technology,Semiconductors
PRWBX,T. Rowe Price Short Term Bond Fund,$4.62,,,$4.69B,US,,,Financial Services,Asset Management - Bonds
CALM,"Cal-Maine Foods, Inc.",$96.6,,,$4.68B,US,,158757,Consumer Defensive,Agricultural Farm Products
NARI,"Inari Medical, Inc.",$79.97,,,$4.68B,US,,2356692,Healthcare,Medical - Devices
AIDYX,AB Intermediate Diversified Muni Adv,$13.69,,,$4.68B,US,,,,
RMUNX,Invesco Rochester New York Municipals Fund Class A,$14.15,,,$4.68B,US,,,Financial Services,Asset Management
GSRTX,Goldman Sachs Absolute Return Tracker Fund,$9.97,,,$4.67B,US,,,Financial Services,Asset Management
PREMX,T. Rowe Price Emerging Markets Bond Fund,$9.14,,,$4.67B,US,,,Financial Services,Asset Management - Bonds
